# Simulation 4 (Up to date)
# 528 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
6.887,315.314,7.889,-51.547,9.329,57.864,32.617,1.63e-4,32.617,2.863e-4,2.704,26.29,45,4.154e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.028,2.618e5,0,2.983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.274,12.951,976.27,339.147,0.002,0.421
6.889,315.327,7.806,-50.709,9.234,56.892,32.621,1.63e-4,32.621,2.863e-4,2.662,25.793,45,4.154e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.028,2.592e5,0,2.924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.271,12.95,976.269,339.147,0.002,0.421
6.89,315.34,7.723,-49.872,9.139,55.921,32.625,1.631e-4,32.625,2.863e-4,2.62,25.297,45,4.155e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.027,2.565e5,0,2.865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.267,12.95,976.267,339.147,0.002,0.421
6.892,315.353,7.639,-49.034,9.043,54.95,32.63,1.631e-4,32.63,2.864e-4,2.577,24.801,45,4.155e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.027,2.538e5,0,2.806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.263,12.95,976.266,339.147,0.002,0.421
6.894,315.367,7.553,-48.197,8.946,53.979,32.634,1.631e-4,32.634,2.864e-4,2.534,24.306,45,4.156e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.027,2.511e5,0,2.747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.259,12.95,976.264,339.147,0.002,0.421
6.896,315.38,7.467,-47.361,8.848,53.009,32.639,1.632e-4,32.639,2.865e-4,2.491,23.81,45,4.157e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.026,2.483e5,0,2.688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.255,12.95,976.263,339.147,0.002,0.421
6.897,315.394,7.38,-46.525,8.749,52.04,32.644,1.633e-4,32.644,2.865e-4,2.447,23.315,45,4.157e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.026,2.455e5,0,2.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.251,12.95,976.261,339.147,0.002,0.421
6.899,315.408,7.292,-45.69,8.648,51.071,32.648,1.633e-4,32.648,2.866e-4,2.403,22.82,45,4.158e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.026,2.427e5,0,2.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.246,12.95,976.26,339.147,0.002,0.422
6.901,315.423,7.203,-44.855,8.547,50.103,32.653,1.634e-4,32.653,2.866e-4,2.359,22.325,45,4.158e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.025,2.399e5,0,2.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.242,12.95,976.258,339.147,0.002,0.422
6.903,315.438,7.112,-44.023,8.444,49.141,32.658,1.634e-4,32.658,2.867e-4,2.314,21.838,45,4.159e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.025,2.37e5,0,2.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.238,12.95,976.256,339.146,0.002,0.422
6.906,315.453,7.02,-43.187,8.341,48.177,32.663,1.635e-4,32.663,2.868e-4,2.268,21.35,45,4.16e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.025,2.341e5,0,2.396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.235,12.95,976.254,339.146,0.002,0.422
6.908,315.468,6.927,-42.351,8.236,47.21,32.668,1.635e-4,32.668,2.868e-4,2.222,20.862,45,4.16e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.025,2.311e5,0,2.337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,12.95,976.253,339.146,0.002,0.422
6.91,315.484,6.833,-41.515,8.13,46.245,32.673,1.636e-4,32.673,2.869e-4,2.176,20.374,45,4.161e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.024,2.282e5,0,2.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.229,12.949,976.251,339.146,0.002,0.422
6.912,315.499,6.738,-40.68,8.022,45.28,32.678,1.636e-4,32.678,2.869e-4,2.129,19.886,45,4.161e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.024,2.251e5,0,2.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.225,12.949,976.249,339.146,0.002,0.422
6.915,315.516,6.641,-39.845,7.913,44.316,32.683,1.637e-4,32.683,2.87e-4,2.082,19.399,45,4.162e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.024,2.221e5,0,2.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.221,12.949,976.247,339.146,0.002,0.422
6.917,315.532,6.543,-39.011,7.803,43.354,32.688,1.638e-4,32.688,2.871e-4,2.035,18.911,45,4.163e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.023,2.19e5,0,2.104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.218,12.949,976.245,339.146,0.003,0.422
6.92,315.549,6.443,-38.178,7.691,42.392,32.693,1.638e-4,32.693,2.871e-4,1.987,18.424,45,4.163e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.023,2.159e5,0,2.045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.214,12.949,976.243,339.146,0.003,0.423
6.923,315.567,6.342,-37.346,7.578,41.431,32.698,1.639e-4,32.698,2.872e-4,1.938,17.938,45,4.164e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.023,2.127e5,0,1.987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.21,12.949,976.241,339.146,0.003,0.423
6.925,315.584,6.24,-36.515,7.463,40.471,32.704,1.64e-4,32.704,2.873e-4,1.889,17.451,45,4.165e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.022,2.095e5,0,1.929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.206,12.949,976.239,339.146,0.003,0.423
6.928,315.602,6.135,-35.684,7.347,39.512,32.709,1.64e-4,32.709,2.873e-4,1.84,16.965,45,4.166e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.022,2.062e5,0,1.871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.201,12.949,976.237,339.146,0.003,0.423
6.931,315.621,6.03,-34.854,7.228,38.554,32.715,1.641e-4,32.715,2.874e-4,1.79,16.48,45,4.166e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.022,2.029e5,0,1.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.197,12.949,976.235,339.146,0.003,0.423
6.935,315.64,5.922,-34.026,7.108,37.597,32.72,1.642e-4,32.72,2.875e-4,1.739,15.994,45,4.167e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.021,1.995e5,0,1.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.192,12.948,976.233,339.146,0.003,0.423
6.938,315.659,5.813,-33.198,6.986,36.642,32.726,1.643e-4,32.726,2.876e-4,1.688,15.509,45,4.168e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.021,1.961e5,0,1.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.187,12.948,976.231,339.146,0.003,0.423
6.941,315.679,5.702,-32.371,6.862,35.688,32.732,1.643e-4,32.732,2.877e-4,1.636,15.025,45,4.168e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.021,1.926e5,0,1.639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.182,12.948,976.229,339.146,0.003,0.423
6.945,315.699,5.588,-31.546,6.736,34.736,32.738,1.644e-4,32.738,2.878e-4,1.584,14.54,45,4.169e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.02,1.89e5,0,1.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.177,12.948,976.226,339.145,0.004,0.423
6.949,315.72,5.473,-30.721,6.608,33.785,32.743,1.645e-4,32.743,2.878e-4,1.531,14.057,45,4.17e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.02,1.854e5,0,1.524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.171,12.948,976.224,339.145,0.004,0.424
6.953,315.741,5.355,-29.898,6.477,32.835,32.749,1.646e-4,32.749,2.879e-4,1.478,13.573,45,4.171e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.019,1.818e5,0,1.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.166,12.948,976.221,339.145,0.004,0.424
6.957,315.763,5.233,-29.083,6.344,31.9,32.755,1.647e-4,32.755,2.881e-4,1.423,13.107,45,4.171e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.019,1.78e5,0,1.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.163,12.948,976.219,339.145,0.004,0.424
6.961,315.786,5.108,-28.26,6.209,30.959,32.762,1.648e-4,32.762,2.882e-4,1.367,12.644,45,4.172e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.019,1.742e5,0,1.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.162,12.948,976.216,339.145,0.004,0.424
6.966,315.81,4.98,-27.433,6.07,30.014,32.768,1.649e-4,32.768,2.883e-4,1.31,12.177,45,4.173e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.018,1.704e5,0,1.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.162,12.947,976.214,339.145,0.005,0.424
6.971,315.834,4.848,-26.608,5.929,29.071,32.774,1.65e-4,32.774,2.884e-4,1.252,11.711,45,4.174e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.018,1.664e5,0,1.238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.161,12.947,976.211,339.145,0.005,0.424
6.976,315.859,4.714,-25.785,5.785,28.13,32.78,1.651e-4,32.78,2.885e-4,1.194,11.246,45,4.175e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.017,1.624e5,0,1.181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.16,12.947,976.208,339.145,0.005,0.424
6.982,315.885,4.576,-24.964,5.638,27.192,32.787,1.652e-4,32.787,2.887e-4,1.134,10.781,45,4.175e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.017,1.582e5,0,1.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.159,12.947,976.205,339.145,0.006,0.424
6.987,315.911,4.434,-24.145,5.487,26.256,32.793,1.653e-4,32.793,2.888e-4,1.073,10.316,45,4.176e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.017,1.54e5,0,1.068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.158,12.947,976.202,339.145,0.006,0.424
6.994,315.938,4.288,-23.328,5.332,25.324,32.8,1.654e-4,32.8,2.89e-4,1.012,9.852,45,4.177e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.016,1.496e5,0,1.012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.157,12.947,976.199,339.145,0.006,0.424
7,315.966,4.138,-22.515,5.173,24.394,32.806,1.655e-4,32.806,2.891e-4,0.949,9.389,45,4.178e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.016,1.452e5,0,0.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.156,12.946,976.196,339.144,0.007,0.425
7.008,315.996,3.982,-21.706,5.011,23.471,32.813,1.657e-4,32.813,2.893e-4,0.885,8.931,45,4.179e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.015,1.406e5,0,0.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.156,12.946,976.192,339.144,0.007,0.425
7.016,316.028,3.808,-20.928,4.843,22.611,32.82,1.658e-4,32.82,2.895e-4,0.814,8.56,45,4.18e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.015,1.359e5,0,0.849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.18,12.946,976.189,339.144,0.008,0.425
7.025,316.062,3.627,-20.092,4.673,21.686,32.827,1.66e-4,32.827,2.897e-4,0.74,8.161,45,4.181e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.014,1.311e5,0,0.794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.207,12.946,976.185,339.144,0.009,0.425
7.035,316.096,3.438,-19.264,4.498,20.77,32.834,1.661e-4,32.834,2.899e-4,0.664,7.764,45,4.181e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.014,1.262e5,0,0.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.237,12.946,976.181,339.144,0.01,0.425
7.045,316.132,3.24,-18.441,4.318,19.858,32.841,1.663e-4,32.841,2.902e-4,0.585,7.367,45,4.182e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.212e5,0,0.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.269,12.945,976.177,339.144,0.011,0.425
7.057,316.169,3.032,-17.624,4.131,18.952,32.847,1.665e-4,32.847,2.904e-4,0.503,6.971,45,4.183e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.159e5,0,0.633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.304,12.945,976.173,339.144,0.012,0.425
7.069,316.204,2.829,-16.78,3.937,17.987,32.853,1.667e-4,32.853,2.907e-4,0.424,6.478,45,4.184e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.105e5,0,0.575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.313,12.945,976.169,339.144,0.012,0.425
7.082,316.239,2.625,-15.987,3.732,17.063,32.858,1.669e-4,32.858,2.91e-4,0.348,5.963,45,4.184e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.047e5,0,0.519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.304,12.945,976.165,339.143,0.013,0.425
7.096,316.275,2.407,-15.241,3.517,16.193,32.862,1.671e-4,32.862,2.914e-4,0.27,5.473,45,4.185e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.011,9.87e4,0,0.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.295,12.944,976.16,339.143,0.014,0.426
7.113,316.312,2.173,-14.5,3.293,15.332,32.866,1.673e-4,32.866,2.917e-4,0.19,4.982,45,4.185e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.01,9.24e4,0,0.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.284,12.944,976.156,339.143,0.016,0.426
7.132,316.353,1.898,-13.799,3.06,14.539,32.869,1.676e-4,32.869,2.922e-4,0.098,4.58,45,4.186e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.01,8.588e4,0,0.367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.302,12.944,976.152,339.143,0.02,0.426
7.156,316.394,1.588,-13.062,2.824,13.713,32.87,1.679e-4,32.87,2.927e-4,6.829e-4,4.176,45,4.186e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.009,7.925e4,0,0.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.336,12.944,976.147,339.143,0.024,0.426
7.184,316.434,1.245,-12.323,2.583,12.881,32.868,1.683e-4,32.868,2.934e-4,0.105,3.753,45,4.186e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.008,7.25e4,0,0.273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.369,12.943,976.142,339.143,0.028,0.426
7.217,316.468,0.867,-11.603,2.339,12.061,32.863,1.687e-4,32.863,2.941e-4,0.213,3.292,45,4.185e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.008,6.564e4,0,0.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.385,12.943,976.138,339.142,0.033,0.426
7.259,316.495,0.399,-10.947,2.119,11.325,32.851,1.692e-4,32.851,2.951e-4,0.337,2.903,45,4.184e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.007,5.946e4,0,0.189,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.417,12.943,976.134,339.142,0.043,0.426
# Event APOGEE occurred at t=7.316 seconds
7.316,316.501,-0.181,-10.284,1.983,10.592,32.828,1.698e-4,32.828,2.963e-4,0.48,2.537,45,4.181e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.006,5.565e4,0,0.156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.454,12.943,976.13,339.142,0.056,0.426
7.384,316.466,-0.838,-9.612,1.967,9.83,32.791,1.705e-4,32.791,2.979e-4,0.62,2.059,45,4.176e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.006,5.52e4,0,0.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4,12.943,976.13,339.142,0.068,0.426
7.475,316.353,-1.653,-8.935,2.24,9.102,32.727,1.713e-4,32.727,2.999e-4,0.779,1.737,45,4.168e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.006,6.288e4,0,0.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.292,12.943,976.134,339.142,0.091,0.427
7.556,316.195,-2.28,-7.801,2.617,7.99,32.659,1.72e-4,32.659,3.017e-4,0.918,1.727,45,4.159e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.006,7.345e4,0,0.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.203,12.944,976.147,339.143,0.08,0.427
7.616,316.045,-2.67,-6.477,2.923,6.75,32.6,1.724e-4,32.6,3.031e-4,1.032,1.9,45,4.152e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.008,8.202e4,0,0.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,12.945,976.166,339.143,0.06,0.427
7.671,315.89,-2.968,-5.405,3.19,5.806,32.54,1.728e-4,32.54,3.043e-4,1.149,2.119,45,4.144e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.009,8.953e4,0,0.295,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.318,12.946,976.183,339.144,0.055,0.427
7.733,315.697,-3.248,-4.518,3.421,5.004,32.465,1.732e-4,32.465,3.057e-4,1.282,2.151,45,4.134e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.009,9.602e4,0,0.345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.357,12.947,976.201,339.145,0.062,0.427
7.802,315.464,-3.503,-3.686,3.603,4.11,32.371,1.736e-4,32.371,3.072e-4,1.408,1.819,45,4.122e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.01,1.011e5,0,0.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.248,12.948,976.224,339.145,0.069,0.427
7.874,315.204,-3.709,-2.857,3.754,3.153,32.266,1.739e-4,32.266,3.088e-4,1.505,1.335,45,4.109e-4,9.805,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.011,1.054e5,0,0.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.081,12.949,976.251,339.146,0.072,0.427
